PebbleCounts,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
UTM X (m),UTM Y (m),a (px),b (px),a (m),b (m),area (px),area (m2),orientation,ellipse area (px),perc. diff. area,,Correction Factor:,,,,,
,,,,,,,,,,,,3.18E-05,,,,corrected diameter (mm),correction
-104.7005719,32.23388679,96.36641157,32.87273217,5.74E-06,1.96E-06,1620,5.75E-12,-1.160867165,2481.19313,34.70883098,,,,,,185.4,
-104.700572,32.23388036,176.4686428,98.3007042,1.05E-05,5.85E-06,10424,3.70E-11,-0.484570321,13586.99001,23.27954907,,,,,,554.3,
-104.7005792,32.23395474,82.07152201,42.70531893,4.89E-06,2.54E-06,1870,6.63E-12,-2.971328801,2745.197144,31.88103069,,,,,,240.8,
-104.700577,32.23395111,96.85986382,51.83431056,5.77E-06,3.09E-06,2732,9.69E-12,-1.121655424,3932.423311,30.52629933,,,,,,292.3,
-104.7005704,32.23394385,52.30958763,43.77211913,3.12E-06,2.61E-06,1357,4.81E-12,-2.871663502,1793.403241,24.33380464,,,,,,246.8,
-104.7005664,32.23394307,91.29779498,43.36061059,5.44E-06,2.58E-06,1985,7.04E-12,-0.047022969,3100.664372,35.98146197,,,,,,244.5,
-104.7006012,32.2339227,56.29502207,43.33953805,3.35E-06,2.58E-06,1113,3.95E-12,-1.50113824,1910.967728,41.7572582,,,,,,244.4,
-104.7005747,32.23390561,41.16640443,20.22467682,2.45E-06,1.20E-06,560,1.99E-12,-0.594898158,652.1141265,14.12546098,,,,,,114.0,
-104.7005674,32.23390258,123.3535131,56.62704293,7.35E-06,3.37E-06,3149,1.12E-11,-0.220517794,5471.097914,42.44299683,,,,,,319.3,
-104.7005772,32.23389978,72.00356979,36.35530414,4.29E-06,2.17E-06,1761,6.25E-12,-2.608609636,2050.31643,14.11081849,,,,,,205.0,
-104.7005668,32.23389859,30.92434278,26.3745903,1.84E-06,1.57E-06,484,1.72E-12,-1.10312346,638.8299694,24.23649121,,,,,,148.7,
-104.7005728,32.23389412,134.9474933,46.27662327,8.04E-06,2.76E-06,2977,1.06E-11,-0.284871268,4891.314241,39.13701199,,,,,,261.0,
-104.7006034,32.23388781,69.30725523,24.92584054,4.13E-06,1.48E-06,1007,3.57E-12,-0.700784692,1353.092832,25.57790744,,,,,,140.6,
-104.7005747,32.23388751,53.92035786,36.64509985,3.21E-06,2.18E-06,685,2.43E-12,-0.150383885,1547.632198,55.73883764,,,,,,206.6,
-104.7005675,32.23388274,40.63067504,24.25488023,2.42E-06,1.44E-06,651,2.31E-12,-2.922680546,771.8843816,15.66094411,,,,,,136.8,
-104.7005716,32.23387655,40.99761734,20.08564327,2.44E-06,1.20E-06,552,1.96E-12,-2.900488199,644.975836,14.41539835,,,,,,113.3,
-104.700568,32.23395635,96.04808017,42.10571888,5.72E-06,2.51E-06,2530,8.97E-12,-2.683876997,3167.589221,20.12853234,,,,,,237.4,
-104.7005657,32.23393813,78.40293486,38.79209145,4.67E-06,2.31E-06,1291,4.58E-12,-2.142804316,2382.180121,45.8059452,,,,,,218.8,
-104.7005693,32.23393765,56.35370832,33.50113315,3.36E-06,2.00E-06,1142,4.05E-12,-0.711037453,1478.703423,22.77017944,,,,,,188.9,
-104.7005831,32.23393122,37.58057891,29.28898124,2.24E-06,1.74E-06,639,2.27E-12,-0.130241157,862.1181992,25.88023306,,,,,,165.2,
-104.7005794,32.23387417,58.56620433,33.14329865,3.49E-06,1.97E-06,1117,3.96E-12,-2.463812316,1520.344089,26.52978965,,,,,,186.9,
-104.700581,32.23386398,106.5042231,53.86648756,6.34E-06,3.21E-06,3784,1.34E-11,-2.974127075,4493.498154,15.78943909,,,,,,303.8,
-104.700609,32.23386106,107.992674,36.80644306,6.43E-06,2.19E-06,2451,8.69E-12,-0.51048244,3113.273148,21.27256801,,,,,,207.6,
-104.7005735,32.23385886,104.6481929,72.38385749,6.23E-06,4.31E-06,4187,1.48E-11,-3.011627606,5932.975272,29.42832545,,,,,,408.2,
-104.7005862,32.23385624,71.36700598,51.16077269,4.25E-06,3.05E-06,2308,8.19E-12,-0.350646736,2859.786778,19.29468245,,,,,,288.5,
-104.7005749,32.23385535,70.54965314,33.2624491,4.20E-06,1.98E-06,1334,4.73E-12,-0.651689191,1838.011342,27.42155779,,,,,,187.6,
-104.7006403,32.23385189,150.6210867,66.54154156,8.97E-06,3.96E-06,6491,2.30E-11,-1.874758499,7850.145673,17.31363633,,,,,,375.2,
-104.7005846,32.2338513,102.1249223,70.49755624,6.08E-06,4.20E-06,3630,1.29E-11,-0.482035838,5639.036208,35.62729754,,,,,,397.5,
-104.700633,32.23384731,180.251773,134.3356128,1.07E-05,8.00E-06,15985,5.67E-11,-0.126635018,18965.73977,15.71644348,,,,,,757.5,
-104.7006108,32.23384415,51.15789687,39.56541942,3.05E-06,2.36E-06,1207,4.28E-12,-1.121228946,1585.358689,23.86580978,,,,,,223.1,
-104.7006424,32.23383623,95.38113818,38.73002538,5.68E-06,2.31E-06,1565,5.55E-12,-0.574772183,2893.405905,45.91149491,,,,,,218.4,
-104.7006732,32.23383254,118.7505034,102.3370542,7.07E-06,6.09E-06,7953,2.82E-11,-1.997924185,9518.476725,16.44671485,,,,,,577.1,
-104.7006018,32.23382986,165.9944308,58.70471091,9.89E-06,3.50E-06,5602,1.99E-11,-0.577840258,7632.477849,26.60312797,,,,,,331.0,
-104.7005858,32.23383057,47.78101566,43.24171942,2.85E-06,2.58E-06,1184,4.20E-12,-1.304641564,1618.293959,26.83653092,,,,,,243.8,
-104.7005805,32.23382938,104.783448,58.39556683,6.24E-06,3.48E-06,3799,1.35E-11,-2.99038412,4792.605091,20.73204598,,,,,,329.3,
-104.700581,32.23382593,169.623006,64.087306,1.01E-05,3.82E-06,6046,2.14E-11,-3.117670609,8514.435356,28.9911809,,,,,,361.4,
-104.7005732,32.2338245,111.5104428,48.75696917,6.64E-06,2.90E-06,3087,1.09E-11,-2.992357693,4258.44775,27.50879707,,,,,,274.9,
-104.7005857,32.23382188,85.88987991,45.9436361,5.12E-06,2.74E-06,2248,7.97E-12,-0.781888787,3090.768236,27.26727375,,,,,,259.1,
-104.7005844,32.23381723,51.71918408,42.72287819,3.08E-06,2.54E-06,1348,4.78E-12,-2.646904268,1730.657979,22.11054894,,,,,,240.9,
-104.700567,32.23381676,86.90757749,48.46776521,5.18E-06,2.89E-06,2826,1.00E-11,-0.109855,3299.208185,14.34308351,,,,,,273.3,
-104.7006401,32.23380467,161.0955973,130.0884497,9.59E-06,7.75E-06,11779,4.18E-11,-1.856537334,16414.2669,28.23925632,,,,,,733.6,
-104.7006611,32.23380514,80.00627539,47.183336,4.76E-06,2.81E-06,2093,7.42E-12,-1.47641774,2956.730747,29.21235719,,,,,,266.1,
-104.7006757,32.23380318,171.2827684,118.1192974,1.02E-05,7.03E-06,13069,4.64E-11,-3.024762428,15846.5093,17.52757815,,,,,,666.1,
-104.7006482,32.2337996,173.8887522,135.5419741,1.04E-05,8.07E-06,12941,4.59E-11,-0.761867984,18460.53908,29.8991219,,,,,,764.3,
-104.7006639,32.23380222,98.34449171,61.66470325,5.86E-06,3.67E-06,3870,1.37E-11,-0.144803121,4749.914226,18.52484454,,,,,,347.7,
-104.7006461,32.23377417,104.8602217,75.04790353,6.24E-06,4.47E-06,4177,1.48E-11,-1.319536738,6163.798281,32.23334363,,,,,,423.2,
-104.7006757,32.23376881,103.6439879,38.79038233,6.17E-06,2.31E-06,1694,6.01E-12,-1.642063486,3148.960815,46.20447508,,,,,,218.7,
-104.700582,32.23385904,200.3981104,132.1746447,1.19E-05,7.87E-06,13815,4.90E-11,-2.437313494,20746.30962,33.40984372,,,,,,745.4,
-104.700643,32.23385052,77.20643471,32.71615328,4.60E-06,1.95E-06,1397,4.95E-12,-1.631772217,1978.403234,29.38749919,,,,,,184.5,
-104.7006454,32.23384838,104.0772791,71.93854586,6.20E-06,4.28E-06,3904,1.38E-11,-0.645907072,5864.306572,33.42776419,,,,,,405.7,
-104.7006121,32.23384743,87.79459803,48.5018913,5.23E-06,2.89E-06,2137,7.58E-12,-2.326922265,3335.228168,35.92642265,,,,,,273.5,
-104.7005713,32.23384093,38.35718426,20.89737102,2.28E-06,1.24E-06,519,1.84E-12,-2.941213595,627.8233351,17.33343267,,,,,,117.8,
-104.7006622,32.23383557,249.0795328,111.7172746,1.48E-05,6.65E-06,13129,4.66E-11,-2.986715797,21795.02924,39.76149399,,,,,,630.0,
-104.7006098,32.23382837,101.7693252,52.70437059,6.06E-06,3.14E-06,2843,1.01E-11,-0.379680301,4201.096014,32.32718342,,,,,,297.2,
-104.7005879,32.23382688,50.63305003,30.609327,3.02E-06,1.82E-06,1087,3.86E-12,-2.689870114,1213.911293,10.4547419,,,,,,172.6,
-104.7006113,32.2338261,41.93081017,27.26534603,2.50E-06,1.62E-06,707,2.51E-12,-0.011647097,895.4541404,21.04564956,,,,,,153.8,
-104.7006014,32.23382557,40.09694547,30.85750268,2.39E-06,1.84E-06,687,2.44E-12,-1.491683353,969.105697,29.10989977,,,,,,174.0,
-104.7006134,32.23382045,69.83267825,32.80713311,4.16E-06,1.95E-06,1076,3.82E-12,-0.016306355,1794.428096,40.0366054,,,,,,185.0,
-104.7006237,32.23381836,110.732119,46.92549017,6.59E-06,2.79E-06,2909,1.03E-11,-0.114366325,4069.879115,28.52367558,,,,,,264.6,
-104.7006323,32.23381479,151.641418,113.8806995,9.03E-06,6.78E-06,11008,3.90E-11,-2.882576968,13525.92716,18.61556055,,,,,,642.2,
-104.7006476,32.23381449,65.72434099,31.87758558,3.91E-06,1.90E-06,1295,4.59E-12,-1.39190691,1641.008165,21.08509708,,,,,,179.8,
-104.700645,32.23381491,44.20139811,23.01712931,2.63E-06,1.37E-06,629,2.23E-12,-1.521830477,796.8677399,21.06594752,,,,,,129.8,
-104.7006552,32.23381491,41.69180492,28.25717686,2.48E-06,1.68E-06,606,2.15E-12,-2.438973882,922.738302,34.32590815,,,,,,159.3,
-104.7006184,32.2338105,61.76671544,29.14391234,3.68E-06,1.74E-06,962,3.41E-12,-2.838092186,1409.942627,31.77027336,,,,,,164.3,
-104.7006313,32.23380848,40.7383155,20.05498049,2.43E-06,1.19E-06,489,1.73E-12,-0.292085122,639.9180971,23.58397079,,,,,,113.1,
-104.7006472,32.23380824,90.00132085,27.78105909,5.36E-06,1.65E-06,1520,5.39E-12,-3.085892038,1958.379086,22.38479206,,,,,,156.7,
-104.7006012,32.23380419,43.86216558,28.48421446,2.61E-06,1.70E-06,638,2.26E-12,-0.525239363,978.5733818,34.80304984,,,,,,160.6,
-104.7006573,32.23379978,47.56172858,33.25886562,2.83E-06,1.98E-06,959,3.40E-12,-0.574173795,1238.979566,22.59759353,,,,,,187.6,
-104.7006072,32.2337865,74.52810397,48.60472283,4.44E-06,2.89E-06,1892,6.71E-12,-2.73089524,2837.250132,33.31571374,,,,,,274.1,
-104.7006776,32.23376596,57.33811793,26.80070228,3.41E-06,1.60E-06,911,3.23E-12,-1.377579554,1203.618042,24.31153671,,,,,,151.1,
-104.7005774,32.23384558,86.01389762,75.98445149,5.12E-06,4.53E-06,3164,1.12E-11,-2.273480266,5119.086189,38.1920936,,,,,,428.5,
-104.7006318,32.23384111,74.9341045,46.81485922,4.46E-06,2.79E-06,2020,7.16E-12,-2.800458526,2747.655782,26.48278531,,,,,,264.0,
-104.7004504,32.23409583,100.7456461,57.01723675,6.00E-06,3.40E-06,3687,1.31E-11,-0.03597081,4499.160994,18.0513877,,,,,,321.5,
-104.700458,32.23409428,96.75167751,76.87735878,5.76E-06,4.58E-06,4751,1.69E-11,-0.34333264,5825.806277,18.44905625,,,,,,433.5,
-104.7004633,32.2340919,59.16236109,36.38410461,3.52E-06,2.17E-06,1353,4.80E-12,-2.020968569,1685.994955,19.75064954,,,,,,205.2,
-104.7004471,32.23407689,62.42261375,45.93076163,3.72E-06,2.74E-06,1608,5.70E-12,-1.104586655,2245.663487,28.39532686,,,,,,259.0,
-104.7004499,32.23407112,93.49547677,49.27125693,5.57E-06,2.93E-06,2983,1.06E-11,-2.297680413,3608.139526,17.32581353,,,,,,277.8,
-104.7004498,32.23406337,181.439104,124.1491336,1.08E-05,7.39E-06,10799,3.83E-11,-0.797472702,17643.05008,38.79176249,,,,,,700.1,
-104.7004512,32.23405867,111.7331666,55.64728724,6.65E-06,3.31E-06,4110,1.46E-11,-0.226815383,4869.957669,15.60501592,,,,,,313.8,
-104.7004475,32.23403967,74.19061336,49.19796428,4.42E-06,2.93E-06,2250,7.98E-12,-1.128322364,2858.875058,21.29771486,,,,,,277.4,
-104.7004804,32.23401025,122.3766373,65.31366682,7.29E-06,3.89E-06,3408,1.21E-11,-3.136599102,6260.393949,45.56253124,,,,,,368.3,
-104.7004464,32.23399703,51.50285545,35.08567855,3.07E-06,2.09E-06,1187,4.21E-12,-2.271541836,1415.338334,16.13312721,,,,,,197.9,
-104.7004477,32.23399262,64.65612371,44.34035705,3.85E-06,2.64E-06,1866,6.62E-12,-2.015667608,2245.473486,16.89948637,,,,,,250.0,
-104.7004559,32.23408993,67.76525017,34.98603937,4.04E-06,2.08E-06,1195,4.24E-12,-0.43473696,1856.952983,35.64726674,,,,,,197.3,
-104.7004519,32.23408398,45.81011796,32.79387909,2.73E-06,1.95E-06,911,3.23E-12,-1.546891322,1176.666211,22.57787369,,,,,,184.9,
-104.7004491,32.23408392,52.29409747,25.60137937,3.11E-06,1.52E-06,931,3.30E-12,-0.206933563,1048.612713,11.21602964,,,,,,144.4,
-104.7004469,32.23407886,48.34475306,30.3498748,2.88E-06,1.81E-06,883,3.13E-12,-0.333165935,1149.225705,23.16565874,,,,,,171.1,
-104.7004622,32.23407606,39.41797196,24.76340729,2.35E-06,1.47E-06,504,1.79E-12,-0.504428597,764.5462423,34.07854593,,,,,,139.6,
-104.7004523,32.23404729,51.84089199,34.12483631,3.09E-06,2.03E-06,1201,4.26E-12,-1.463430685,1385.613556,13.32359628,,,,,,192.4,
-104.7004497,32.23404712,47.76536433,30.99811402,2.84E-06,1.85E-06,1008,3.58E-12,-0.09101423,1159.70478,13.08132751,,,,,,174.8,
-104.7004472,32.23404176,44.33985869,23.93865816,2.64E-06,1.43E-06,714,2.53E-12,-0.481006675,831.3677799,14.11743187,,,,,,135.0,
-104.7004546,32.23403544,83.29799257,31.6991721,4.96E-06,1.89E-06,1465,5.20E-12,-0.996180231,2068.147629,29.16366416,,,,,,178.8,
-104.7004493,32.23403461,34.76823591,29.41689765,2.07E-06,1.75E-06,694,2.46E-12,-1.276430639,801.0850124,13.36749668,,,,,,165.9,
-104.700456,32.23402913,50.09298976,25.91681675,2.98E-06,1.54E-06,698,2.48E-12,-1.447708786,1016.851872,31.35676695,,,,,,146.1,
-104.700479,32.23401787,47.64255761,29.15661098,2.84E-06,1.74E-06,836,2.97E-12,-2.071722639,1088.005752,23.16217094,,,,,,164.4,
-104.7004796,32.23401561,48.44339522,26.31801401,2.88E-06,1.57E-06,871,3.09E-12,-0.059488379,998.5889792,12.77692643,,,,,,148.4,
-104.7004598,32.23400215,58.07496848,24.9602503,3.46E-06,1.49E-06,841,2.98E-12,-1.863092848,1135.368917,25.9271601,,,,,,140.8,
-104.7005122,32.23399941,44.38407451,25.51565959,2.64E-06,1.52E-06,713,2.53E-12,-0.336373256,887.0192589,19.61843074,,,,,,143.9,
-104.7004771,32.23399203,39.35296267,20.91139741,2.34E-06,1.25E-06,494,1.75E-12,-2.164301041,644.5543897,23.35790309,,,,,,117.9,
-104.7004585,32.23405897,125.0372668,98.98977651,7.45E-06,5.90E-06,8172,2.90E-11,-1.197894644,9694.577728,15.70545691,,,,,,558.2,
-104.7004645,32.23405772,100.2282731,76.66552127,5.97E-06,4.57E-06,4550,1.61E-11,-2.576284641,6018.516037,24.39996883,,,,,,432.3,
-104.7004696,32.23399721,37.167613,24.27883669,2.21E-06,1.45E-06,518,1.84E-12,-1.581859748,706.7920008,26.7111117,,,,,,136.9,
-104.7004797,32.23398005,80.60511686,69.77651063,4.80E-06,4.16E-06,3313,1.18E-11,-2.485804114,4405.253864,24.79434552,,,,,,393.5,
-104.7004797,32.23397666,52.4449398,32.7264873,3.12E-06,1.95E-06,1106,3.92E-12,-0.409212699,1344.31816,17.72780929,,,,,,184.5,
-104.7004805,32.23397172,121.5992732,75.03227128,7.24E-06,4.47E-06,5487,1.95E-11,-0.170820466,7146.249151,23.2184621,,,,,,423.1,
-104.700513,32.2339638,53.43116085,31.67756081,3.18E-06,1.89E-06,1060,3.76E-12,-0.018368345,1325.700513,20.04227279,,,,,,178.6,
-104.7004783,32.23395349,92.66535377,37.0892017,5.52E-06,2.21E-06,1623,5.76E-12,-2.950056282,2691.931195,39.7087116,,,,,,209.2,
-104.7004974,32.23392872,258.7960318,134.7678993,1.54E-05,8.03E-06,12331,4.37E-11,-0.855477068,27317.63846,54.86066623,,,,,,760.0,
-104.7004639,32.23392699,105.8757308,27.36557429,6.31E-06,1.63E-06,1864,6.61E-12,-2.626369468,2269.342617,17.86167563,,,,,,154.3,
-104.70049,32.2339264,79.69192162,63.89912334,4.75E-06,3.81E-06,3417,1.21E-11,-1.309564211,3988.487914,14.32843539,,,,,,360.3,
-104.7005068,32.23392384,114.9882756,39.68623341,6.85E-06,2.36E-06,3031,1.07E-11,-0.120784904,3574.312542,15.2004766,,,,,,223.8,
-104.700535,32.23392199,100.7574086,66.73058774,6.00E-06,3.97E-06,3797,1.35E-11,-0.528406007,5266.244525,27.89928417,,,,,,376.3,
-104.7005126,32.23392241,49.5523796,38.07025069,2.95E-06,2.27E-06,1254,4.45E-12,-0.7965627,1477.574314,15.13117223,,,,,,214.7,
-104.7004719,32.23391955,144.6178051,106.6448897,8.61E-06,6.35E-06,9166,3.25E-11,-2.841305255,12079.83206,24.12146166,,,,,,601.4,
-104.7005005,32.23391806,104.7519282,53.54567971,6.24E-06,3.19E-06,3581,1.27E-11,-0.788728523,4393.246211,18.48852016,,,,,,302.0,
-104.7004822,32.233918,88.82904279,25.91428415,5.29E-06,1.54E-06,1545,5.48E-12,-2.670461109,1802.989842,14.30900143,,,,,,146.1,
-104.7005149,32.23391204,100.3872586,61.54842965,5.98E-06,3.67E-06,3026,1.07E-11,-0.73891468,4839.434905,37.47203838,,,,,,347.1,
-104.7005266,32.23391246,68.51922003,32.05636416,4.08E-06,1.91E-06,1471,5.22E-12,-1.421733488,1720.385426,14.49590438,,,,,,180.8,
-104.7004825,32.23391187,86.67287278,28.12538238,5.16E-06,1.67E-06,1251,4.44E-12,-2.558407385,1909.328734,34.47959078,,,,,,158.6,
-104.7005017,32.23391193,60.24778437,32.16518172,3.59E-06,1.92E-06,1273,4.51E-12,-0.17909192,1517.840619,16.13085169,,,,,,181.4,
-104.7005395,32.23390252,283.8617626,143.2963806,1.69E-05,8.53E-06,20543,7.29E-11,-0.735709795,31859.66444,35.52035039,,,,,,808.1,
-104.70049,32.23389763,121.6163349,49.69132873,7.24E-06,2.96E-06,4171,1.48E-11,-1.068003682,4733.382517,11.88119732,,,,,,280.2,
-104.7005508,32.23388781,87.80301578,57.98535129,5.23E-06,3.45E-06,3233,1.15E-11,-1.056425041,3987.739745,18.92650456,,,,,,327.0,
-104.7005451,32.23388656,74.15812422,44.74602365,4.42E-06,2.66E-06,2191,7.77E-12,-0.153366894,2599.035821,15.69950741,,,,,,252.3,
-104.7005138,32.23388108,143.4267748,63.73553676,8.54E-06,3.80E-06,4171,1.48E-11,-0.170001443,7159.966027,41.74553365,,,,,,359.4,
-104.7005538,32.23388114,83.14242149,59.10905429,4.95E-06,3.52E-06,3110,1.10E-11,-0.903567613,3849.246834,19.2049735,,,,,,333.3,
-104.7005073,32.23387667,96.0352597,51.88896629,5.72E-06,3.09E-06,3095,1.10E-11,-1.03544001,3903.056296,20.70316784,,,,,,292.6,
-104.7005154,32.23387726,65.50850337,30.95684081,3.90E-06,1.84E-06,1336,4.74E-12,-0.477850618,1588.37628,15.8889479,,,,,,174.6,
-104.7005141,32.23387476,91.28063604,35.25252219,5.44E-06,2.10E-06,2314,8.21E-12,-0.027098793,2520.391077,8.188851298,,,,,,198.8,
-104.7005511,32.23393587,111.3675487,68.37059624,6.63E-06,4.07E-06,4634,1.64E-11,-3.069474103,5963.855459,22.29858634,,,,,,385.6,
-104.7005589,32.23393604,39.13767496,24.04883525,2.33E-06,1.43E-06,642,2.28E-12,-0.562074407,737.2047936,12.91429389,,,,,,135.6,
-104.7005565,32.23393408,67.39810276,49.05294661,4.01E-06,2.92E-06,1993,7.07E-12,-0.213637258,2589.47578,23.03461513,,,,,,276.6,
-104.7005564,32.2339289,65.59392219,28.37351098,3.91E-06,1.69E-06,1185,4.20E-12,-0.150696877,1457.725534,18.70897692,,,,,,160.0,
-104.700489,32.23392133,45.95109736,32.81904309,2.74E-06,1.95E-06,1063,3.77E-12,-0.141653784,1181.193049,10.0062432,,,,,,185.1,
-104.7004973,32.23392032,55.95925756,32.30405472,3.33E-06,1.92E-06,1051,3.73E-12,-0.497294436,1415.885266,25.77082161,,,,,,182.2,
-104.700557,32.233894,45.03924196,28.81541184,2.68E-06,1.72E-06,871,3.09E-12,-2.414988166,1016.517793,14.31532177,,,,,,162.5,
-104.7005479,32.23389007,41.11218964,31.59154336,2.45E-06,1.88E-06,908,3.22E-12,-0.620936757,1017.280062,10.74237722,,,,,,178.1,
-104.7004896,32.23388816,102.5067938,71.98706738,6.10E-06,4.29E-06,4949,1.76E-11,-1.455642739,5779.712194,14.37289896,,,,,,405.9,
-104.7004994,32.23388185,164.3250306,118.1755299,9.79E-06,7.04E-06,10109,3.59E-11,-1.980355667,15210.04018,33.53732221,,,,,,666.4,
-104.7005011,32.23387506,59.84034348,46.83956057,3.56E-06,2.79E-06,1996,7.08E-12,-0.673954588,2195.361133,9.081017684,,,,,,264.1,
-104.7004884,32.23397148,263.1680139,112.3410399,1.57E-05,6.69E-06,11100,3.94E-11,-2.239270877,23156.37766,52.06504159,,,,,,633.5,
-104.70046,32.23396386,91.44864496,36.06751334,5.45E-06,2.15E-06,1633,5.79E-12,-1.577261529,2583.405364,36.78885929,,,,,,203.4,
-104.7004593,32.2339467,26.54903875,21.06484422,1.58E-06,1.25E-06,390,1.38E-12,-1.725417479,438.0322984,10.96546957,,,,,,118.8,
-104.7004999,32.23393646,52.58027242,35.09909303,3.13E-06,2.09E-06,751,2.66E-12,-0.229240923,1445.49904,48.04562442,,,,,,197.9,
-104.7005334,32.23393313,170.764141,83.26405735,1.02E-05,4.96E-06,8283,2.94E-11,-0.09436691,11136.61815,25.6237406,,,,,,469.5,
-104.7005415,32.23393271,111.7685807,45.11600729,6.66E-06,2.69E-06,2419,8.58E-12,-2.928805746,3949.566909,38.75277832,,,,,,254.4,
-104.7005154,32.23392479,94.41668569,31.69771652,5.62E-06,1.89E-06,1519,5.39E-12,-0.241972357,2344.098245,35.19896175,,,,,,178.7,
-104.7005198,32.23392116,62.79476821,32.33599342,3.74E-06,1.93E-06,1414,5.01E-12,-1.756667831,1590.40873,11.09203731,,,,,,182.3,
-104.7004932,32.23392068,36.32071009,29.91601193,2.16E-06,1.78E-06,667,2.37E-12,-2.645602941,851.0539849,21.6265934,,,,,,168.7,
-104.7005131,32.23391931,63.62632248,28.78938974,3.79E-06,1.71E-06,973,3.45E-12,-3.026849619,1434.723998,32.18207814,,,,,,162.3,
-104.7005196,32.23391615,56.30944143,28.57382695,3.35E-06,1.70E-06,984,3.49E-12,-0.61522984,1260.226799,21.91881647,,,,,,161.1,
-104.7005587,32.23391294,53.31811136,37.70783756,3.18E-06,2.25E-06,1101,3.90E-12,-1.030071989,1574.727698,30.08315014,,,,,,212.6,
-104.7005205,32.23391103,124.5463502,54.31200508,7.42E-06,3.23E-06,3592,1.27E-11,-0.77608553,5298.170408,32.20301117,,,,,,306.3,
-104.7005236,32.23391002,77.30436276,43.20370489,4.60E-06,2.57E-06,1763,6.25E-12,-1.010060835,2615.917701,32.60491341,,,,,,243.6,
-104.7005207,32.23390478,115.5660223,54.76930304,6.88E-06,3.26E-06,3538,1.25E-11,-0.482659457,4957.542673,28.63399806,,,,,,308.9,
-104.7005507,32.23389864,118.4053005,67.92811923,7.05E-06,4.05E-06,5338,1.89E-11,-0.157581223,6299.699238,15.26579605,,,,,,383.1,
-104.7005578,32.23389227,150.1829485,46.64752432,8.94E-06,2.78E-06,3016,1.07E-11,-0.195520869,5487.168638,45.03540535,,,,,,263.1,
-104.7005071,32.23388715,112.8371385,72.93931741,6.72E-06,4.34E-06,5237,1.86E-11,-0.310506175,6446.334544,18.76003387,,,,,,411.3,
-104.7004892,32.2338831,79.09384668,42.20424144,4.71E-06,2.51E-06,2045,7.25E-12,-0.250982726,2614.555576,21.7840302,,,,,,238.0,
-104.7005081,32.23386523,96.2527564,25.90336465,5.73E-06,1.54E-06,1340,4.75E-12,-1.988401363,1952.847976,31.38226752,,,,,,146.1,
-104.7005247,32.2338591,424.1727495,203.9498686,2.53E-05,1.21E-05,60204,2.14E-10,-3.020677697,67758.7328,11.14945999,,,,,,1150.1,
-104.7005039,32.23386065,83.05389035,37.3533981,4.95E-06,2.22E-06,1425,5.05E-12,-0.175726993,2429.904347,41.35571624,,,,,,210.6,
-104.700507,32.23385707,94.68636452,71.63283338,5.64E-06,4.27E-06,4723,1.68E-11,-2.788710523,5312.496454,11.09641124,,,,,,403.9,
-104.7005382,32.2338535,82.3966171,46.65797751,4.91E-06,2.78E-06,2569,9.11E-12,-0.145312461,3011.163741,14.68414803,,,,,,263.1,
-104.7005372,32.23385016,90.22565547,52.07763929,5.37E-06,3.10E-06,2619,9.29E-12,-2.659284852,3680.276226,28.83686335,,,,,,293.7,
-104.7005473,32.23383528,62.49299297,34.73170312,3.72E-06,2.07E-06,1172,4.16E-12,-3.004779111,1700.029612,31.06002438,,,,,,195.9,
-104.7005597,32.23381259,107.1575074,42.78442346,6.38E-06,2.55E-06,3123,1.11E-11,-0.921358668,3590.933546,13.03097203,,,,,,241.3,
-104.7004871,32.23380818,62.23132245,30.11575809,3.71E-06,1.79E-06,1233,4.37E-12,-1.141215338,1467.91839,16.00350481,,,,,,169.8,
-104.7005207,32.23380169,89.93011491,41.56641752,5.36E-06,2.48E-06,2549,9.04E-12,-1.13780993,2927.836531,12.9391285,,,,,,234.4,
-104.7005036,32.23386523,82.82814912,43.97308543,4.93E-06,2.62E-06,2298,8.15E-12,-2.589479161,2852.751731,19.44619733,,,,,,248.0,
-104.7005356,32.23386547,48.71048873,21.83601588,2.90E-06,1.30E-06,626,2.22E-12,-2.538781308,833.0958478,24.858586,,,,,,123.1,
-104.7004929,32.23384885,52.76097116,32.7520082,3.14E-06,1.95E-06,1013,3.59E-12,-1.912993058,1353.473622,25.15554177,,,,,,184.7,
-104.7005313,32.23384868,117.9468897,47.75878139,7.02E-06,2.84E-06,2689,9.54E-12,-2.994028593,4412.033596,39.05304796,,,,,,269.3,
-104.7004883,32.23384159,71.18552208,35.82062324,4.24E-06,2.13E-06,1373,4.87E-12,-1.016193615,1997.210744,31.25412507,,,,,,202.0,
-104.7005411,32.23385249,32.16826069,20.17311326,1.92E-06,1.20E-06,442,1.57E-12,-0.60099214,508.2759816,13.03936916,,,,,,113.8,
-104.7005225,32.23383331,90.1602763,38.81014613,5.37E-06,2.31E-06,1417,5.03E-12,-1.048263856,2740.687968,48.29765313,,,,,,218.9,
-104.7004306,32.23399906,54.28219313,45.39021762,3.23E-06,2.70E-06,1515,5.37E-12,-0.680646355,1929.828572,21.4956177,,,,,,256.0,
-104.700437,32.23399435,79.78643159,39.3492239,4.75E-06,2.34E-06,2108,7.48E-12,-0.138210984,2459.032645,14.27523322,,,,,,221.9,
